,RW,HL1,HL2,HL3
88,-16.746979762860995,-38.034900140348554,-11.066102004477312,-9.728873220858173
89,-16.726196137433398,-37.107709459508,-11.236687851671606,-9.760552205461254
90,-16.334065448069694,-36.24998186191799,-11.749045250861577,-9.905908049736421
91,-15.798003526910172,-36.66793047777269,-11.719042772021593,-9.664939082226061
92,-15.313571825461311,-36.12498481958698,-11.773699814085806,-9.35237222000868
93,-14.987058344486371,-36.06086787342338,-11.873337992282424,-9.003203286721378
94,-14.573498091881506,-35.10439076554867,-12.077312972492454,-8.749434342791114
95,-15.117383582887161,-34.11748156214724,-12.149353536483575,-8.553245421610066
96,-15.72113698405907,-33.25444979823625,-12.513167497451082,-8.321388284217855
97,-16.173125209830648,-32.53383349056015,-12.988970130121242,-8.225621186104092
98,-17.11805035387246,-31.909441602908977,-14.151030197274647,-8.009694440424912
99,-16.72031172998878,-31.091196792927295,-15.53259691848669,-7.7376359828130195
100,-15.958033850214061,-30.891530058634206,-15.879405111021528,-7.472161684506305
101,-15.699716705057362,-30.441677817675764,-16.413153604095214,-7.185334700865565
102,-17.18627636283514,-29.70720243086409,-16.606392303238742,-6.9308200434198834
103,-18.48380705191028,-28.821090085092553,-15.94162481913872,-6.6774043847624345
104,-17.712950623663435,-28.165111365983734,-15.893472618598075,-6.454643854663787
105,-17.725814085806395,-27.276854109232993,-15.004835645744944,-6.1291243556719905
106,-17.519992700360564,-26.422077917541973,-14.16983149093432,-5.709837017774068
107,-14.916492033053522,-25.566339967052055,-12.962982487887608,-5.278196323607307
108,-14.004261315965502,-24.671147300093175,-10.579789837061394,-4.872085887388567
109,-11.843829069900847,-23.875699143514396,-8.527349977316044,-4.470790781420281
110,-9.923631805263579,-23.178397207306887,-6.632740358571001,-4.1577970042448955
111,-8.199579800543523,-22.316342520669703,-5.196422739092727,-3.9839174459005062
112,-7.088363155140352,-21.744899737739246,-4.139601511942519,-3.9108598501510627
113,-6.541560593341224,-20.905348986563126,-3.01167314762418,-4.111461667250278
114,-6.115201347713032,-20.188759101263663,-2.3683224778192504,-4.391902378596201
115,-5.593328233030164,-19.713791801071878,2.7399381528465163,-4.7185757464678115
116,-5.027771978458026,-18.915586973183295,2.9901871245944105,-5.252697085575093
117,-4.4815732056538184,-18.11143768419095,3.3930397778005728,-5.660952098585324
118,4.1667978053472945,-17.33378882375325,3.4013397913314103,-6.437746905926965
119,4.774106462343176,-16.573205837392646,3.457045536828633,-7.06632625313596
120,5.1246910554913905,-16.120729499754646,3.5446200668224974,-7.023738554017598
121,5.590980204999951,-15.908700899909036,3.7968202315393773,-7.281853518149428
122,6.155229973055368,-15.710874284952796,4.270369178445447,-7.668531623797921
123,6.609418302196133,-14.936198500616516,4.862514201706731,-7.79994299599525
124,7.356584160592596,-14.219408994783251,5.713221591930162,-7.792299129814772
125,7.777163846460855,-13.707791636847213,6.275613193271387,-7.428230230451767
126,7.793276208792832,-13.367264767294301,6.233271211475272,-7.003457162789384
127,8.003806043138235,-12.798234190650055,6.330725726895014,-6.514761607366371
128,8.100970195530676,-12.112251985345988,6.34044673265597,-6.028167808773027
129,7.736315067291411,-11.673639661973283,6.465166596023057,-5.679550029770273
130,7.323532425788912,-11.327564205540096,6.137302140393766,-5.3169938384578
131,7.295943425302562,-10.976058371860747,5.362012238840516,-4.876114328152975
132,7.215591656829146,-10.668723733071147,4.775884961387866,-4.411582788445926
133,6.848670150188932,-10.195550846378842,-5.5142315991698085,-4.292450197859608
134,6.797619611311252,-9.610463648863908,-6.120945120478891,-4.3802847190378555
135,6.62446016246225,-8.982838798470414,-6.674173546179927,-4.524520574301084
136,6.110892251817834,-8.292949513999694,-7.177907183287566,-4.653808724440926
137,6.134959974057586,-7.637423494740536,-7.788187765013681,-4.659425224561274
138,5.5762060746345785,-6.960045020339141,-8.07160744995989,4.744400707530682
139,5.497797879520934,7.286265532494729,-8.258717296300349,4.988548627589667
140,5.703541604705472,7.786906138228633,-8.273820623759581,5.0630878305130205
141,6.142096342972275,8.035320793819151,-8.264992544380085,5.190244593213173
142,5.695114366644329,8.021601285737047,-8.331847154501233,5.43944052121107
143,-5.514571493024802,8.548489347983178,-8.271202783712734,5.439029302097278
144,-5.515581155711557,9.269190701994525,-8.271430518349563,5.609469451663737
145,-5.596599123767509,9.892863255447766,-8.390056143625946,5.79150523611068
146,-5.873574692404397,10.354716564762281,-8.316069307814232,5.89980393444833
147,-6.058874942952313,10.46141366180774,-8.09171833612599,5.941624868551272
148,-6.209835029243873,10.530015473123248,-7.878038545428299,6.233904230086383
149,-6.492159079370012,10.449034447400077,-7.739945869055431,6.425016445080943
150,-6.899083262031265,10.56615421111211,-7.80288241609277,6.644965138393933
151,-7.672861302101066,10.96358858303962,-7.8987789033204105,6.749371595353314
152,-7.988855945852364,11.115827255479601,-7.86696375326437,6.757278892467133
153,-8.336217720635535,11.417170763679662,-7.858464877113016,7.003014637163414
154,-8.253412038156899,11.44659623977901,-7.773649270686951,7.204707428562773
155,-8.17399891209583,11.934309983812344,-7.699035656784438,7.419035635366706
156,-8.300128197516958,13.460799774100458,-7.642294063425119,7.527827339214294
157,-8.484642948601323,14.295537053181079,-7.615133769977586,7.796856555340351
158,-8.51042798346007,16.07878002017364,-7.642182669482442,7.822017198871086
159,-8.379157170926065,16.264355124700618,-7.603005220364384,7.7774914183138195
160,-8.358085134833635,15.671116985596303,-7.448446679991565,7.680162866203884
161,-8.410228495052943,15.557743623418855,-7.597327258777562,7.630053807952671
162,-8.298048275787036,16.692971850292352,-7.715283246245415,7.55897388309681
163,-7.99934554454451,16.556508790866626,-7.500198101405209,7.52620136981905
164,-7.593995733002124,16.124548867918502,-7.323554184294151,7.392146656231416
165,-7.498966477964222,15.436248231320043,-7.153647147275124,7.154655420067952
166,-7.480245383631731,14.848825864113124,-7.109422401544877,6.8274781817466526
167,-7.185873096820163,14.004221952926182,-7.072114333341181,6.625655413679024
168,-6.808915946721999,13.244696851075412,-6.974310562492842,6.383877435637187
169,-6.423154518958688,13.029678675750377,-7.1414788240857465,6.0873945740420545
170,-6.088787768125083,13.900279620049714,-7.57969900631369,5.737891689373278
171,-5.772147770154084,14.368527543115054,-8.293330208052303,-5.933793200761548
172,-5.654513521282672,14.310081859507923,-9.53854067105234,-6.859282400592364
173,-5.754931310089451,12.013217189435847,-10.489452268813679,-7.660373017403211
174,-5.837943827978417,9.370666408591031,-11.146390511751626,-8.159120803517839
175,-5.60585464801822,7.275630828880304,-12.410493402684754,-8.368880010998826
176,-5.607242861985276,5.263352388448869,-13.144419926920534,-9.33693165553038
177,-5.862116946984388,4.176261619581288,-13.781669853872934,-10.382716211467221
178,-5.9434514278526445,3.979452747015938,-13.642514444053594,-10.32011509069994
179,-5.349247268076437,3.7243039948171437,-13.299401745978498,-9.888248453899132
180,-5.028411227098691,3.4001370499877086,-12.852156796372835,-9.722976265961286
181,-4.597655550577134,-3.502191725964532,-12.467234800822244,-9.88406494072197
182,-4.124293419020735,-4.244311058727905,-12.346683279702539,-10.373478342382718
183,-3.6039906421772585,-4.842257527524153,-11.691732547545314,-10.9097394905327
184,-3.1479234428398963,-5.931535867107714,-11.520736346347277,-10.539794055231129
185,-2.67248830361559,-6.695869362193008,-10.841304278093594,-8.6098175791293
186,3.1890995208069803,-7.34093930185731,-10.138849229258922,-6.566444424808306
187,3.734838437161318,-8.17733523169503,-9.475354693604382,6.33380269736406
188,4.454334603517685,-8.545792736499028,-9.106208281254958,6.8363563803339895
189,4.766074007652353,-8.29499360387326,-8.899864960953883,6.854163160050909
190,4.966888471769425,-6.465413128031925,-8.906592985213829,7.026928527448074
191,5.125954733917009,-6.129747686600559,-8.42801862728154,7.178999989098329
192,4.990678091402372,-6.194577251160763,-7.941535010041814,7.5251138211966415
193,4.643985529307293,-5.893209539789434,-7.735764230966368,7.980270884325687
194,4.40178114187851,-4.7385067015979,-7.264657110206556,8.165146830872306
195,4.249019589685448,3.868246840515491,6.947423475023028,8.307887423249708
196,4.129457109443092,4.116423771662789,7.497965362079278,8.197449731867948
197,4.157452753839315,4.359031392536193,7.82291066258602,8.484440946755893
198,4.342253461262893,4.774161685032032,8.21488609398104,8.97745189967414
199,4.501746366852555,5.335693700629204,8.88222232294258,9.68922481559709
200,4.579056046242001,5.9208209056393075,9.556907291025523,11.009593920524106
201,4.299390578661486,6.605240743644876,10.227506924691275,12.561010963074025
202,4.102432391581531,7.268706481920679,10.645939129025578,13.813607825401904
203,3.693698924052447,8.185191319568622,10.852246843805764,15.607126943827094
204,3.4640103453266105,9.342113546223247,11.032353033183007,16.268897267434866
205,3.358873929708965,10.565359068136129,11.02118156641709,14.283480801081897
206,3.3463645816702057,11.322405491897443,10.974490033252293,12.714463380015149
207,3.3946202736619413,11.541766349215408,10.686420936013294,11.209983871416357
208,3.3464225731373003,11.652654956702595,10.300430902069715,9.457613262844077
209,3.6604396836774002,11.369558619037747,9.951535474175396,7.8648576961140355
210,4.599316752453796,10.926764081406393,9.577111845782987,6.9573656241559645
211,5.502082551858504,10.448606859297993,9.253623565919444,5.993175027801146
212,5.705304371664474,9.896498250897427,9.058465803057354,-6.368954988031365
213,5.831548559595184,9.28665513855863,8.886610892909484,-7.179871998087783
214,6.589656342431235,8.783926599743369,8.552920663582734,-8.227971420476653
215,6.7174540242084815,8.259830718257207,8.330588704856183,-8.955345400318853
216,7.540205824470412,7.9599141825535416,8.256513559475826,-9.659789470716339
217,7.9974757153093545,7.567692944223371,8.234580538912876,-10.49418649846086
218,7.514187835691599,5.75277329641352,8.001661096543204,-12.131445143918263
219,7.219726651215508,4.650798917048176,7.6163828616512745,-13.551007851109388
220,7.370308550603167,4.7628866216636805,7.191596197606987,-14.119419407038938
221,7.575697675067211,-3.9429832904910027,6.763005866649746,-14.630714012457059
222,7.765963074486908,-4.258909123660064,6.329995449156654,-14.80017562079913
223,8.01297795004691,-4.58142546322667,5.892172605216277,-14.726699277906073
224,8.259739601385066,-4.630148862315157,5.488280509760716,-14.886086840137487
225,8.441781504226062,-4.749615717326813,5.066778702282847,-16.07060527550411
226,8.802421262193137,-4.872137421612032,4.675090143775439,-16.761246751898028
227,9.083119455819647,-5.217647549121362,-4.729950455327195,-16.62860435950602
228,9.391584984763611,-5.765967112297403,-5.049620105533449,-16.29776370361228
229,9.664654423469136,-6.48743626672057,-5.381460272114786,-15.800238645979551
230,9.931993392981749,-7.04999218494323,-5.564589745622039,-15.172553688974519
231,10.178797091100856,-7.884355955972081,-5.656056090834796,-14.759955500538275
232,10.33409159610888,-8.466821397210415,-5.689169159403475,-14.324955147236471
233,10.502093783399497,-8.88674482123302,-5.627790803386119,-13.745020790634719
234,10.819355180690932,-9.34645449476089,-5.500256289222972,-13.466952239763494
235,11.31450283130635,-9.520688071563459,-5.273998638915187,-13.31399666585502
236,11.99137364938031,-9.540991684426906,5.242206684261272,-12.910967804686567
237,12.654612190651509,-9.228715553767906,5.699607607844162,-12.54654826919719
238,13.173504445617459,-8.812836527712093,5.814210945465009,-12.405702675408515
239,13.632260235309595,-8.513346091022823,5.887298908458642,-12.458652314716957
240,14.278624356110639,-8.257408761954505,6.1643604515581005,-12.140067516381881
241,15.094041258296267,-7.857170901493205,6.433030659310246,-11.88708472009923
242,15.728176094489317,-7.511639448610514,5.895739228541463,-12.530918356652176
243,16.495658760100966,-7.239092513330643,-5.6463257117001815,-15.043279195581388
244,17.298092324290465,-7.000672739982599,-5.88131962136595,-15.334155206820832
245,18.437001158157774,-6.6965325869434364,-6.050117734980686,-16.17528907191515
246,19.17036292300746,-6.280750988410209,-6.1237649166001775,-16.369580624957987
247,20.278594624817405,-5.922824308204732,-6.22544004186289,-15.42079695934101
248,20.974053645780057,-6.101658128833711,-6.38940193728309,-14.63982282880927
249,21.396036487729436,-6.379845417966883,-6.420781335792952,-14.117103473900043
250,22.002279375796263,-6.252844111021351,-6.662388846801767,-13.290032042690976
251,22.518494205852132,-6.594211375527474,-6.637767950757578,-12.475659051553285
252,23.04308587494078,-6.716917366946964,-6.699440486318122,-11.756995399229181
253,23.46802783703248,-6.746918096321866,-6.98073108776976,-10.967828855539974
254,24.001535745406596,-6.523523515386539,-7.312428834485211,10.448459919997443
255,24.698606617778434,-6.379405372781817,-7.959217278327933,11.17389828564209
256,25.053633653507983,-6.749782838681121,-8.30230105079887,11.667952768207595
257,25.013122803498295,-7.13999742726294,-8.221335636542792,12.360448062455756
258,24.806313250224537,-7.147302917288654,-8.483831843403715,12.79988358252309
259,24.805014103233894,-7.370254266412152,-8.680564513239585,13.008937539932846
260,24.85882164000208,-7.849965336742273,-8.681945106766392,13.141400141261206
261,25.158785247473773,-8.494102144421063,-8.89524845865546,13.405631839786249
262,25.42903056111691,-7.382075431143235,-8.739751733266912,13.888091885394683
263,25.793522150311652,-6.894597843077245,-8.492325257144017,14.243894600729014
264,25.61386647880943,-6.633229158468464,-8.241713110931544,14.331742555744249
265,25.367733370911065,-6.761085883721178,-8.122301498990968,14.30561547560358
266,25.082412278538264,-6.905744425019501,-7.806661979073918,14.356254061329784
267,24.656618791533464,-6.99065259473038,-7.447922844323946,14.709314113251109
268,24.569915208156736,-7.085732481351221,-7.053213394321863,15.218841123021242
269,24.213236725288755,-7.189444646289005,-6.703696698784855,15.864621485645841
270,23.6914797434397,-7.301673152879066,-6.514922261381009,16.229206192463185
271,23.707614668303496,-7.443248756987359,-6.414736491888847,15.990331639245213
272,23.966865317690356,-7.5682495019484115,-6.364796585852225,15.5977817723847
273,23.694764823757456,8.706774571980885,6.700212331521706,15.202440882409368
274,24.108547722874675,9.706265911987467,7.0698285521859585,14.779937964680256
275,24.127931580613865,10.77659068765955,7.362240865834246,14.363030561198595
276,24.171293838112238,12.43659803722152,7.597283152563453,13.937531747225314
277,23.852057356088565,13.263532551864975,7.886988985659318,13.514462021606633
278,24.086295679599335,13.716621151859174,8.276563627400074,13.223667251968529
279,24.482615430210586,14.305467974052496,9.02572650882035,12.852306809313587
280,23.783856752091474,13.861560556429785,9.78135092681087,12.512743386168761
281,23.08117157248311,14.21376909393406,10.587858302490977,12.099343462880912
282,22.603053287602503,13.862087370690249,11.38897816093051,11.646627795014934
283,21.803437458281092,13.226595443749677,12.244427946750804,11.197177742937203
284,20.977224911835755,12.616647433193245,13.009175286513639,10.75236294913488
285,20.77713459553484,12.121185226272182,13.841461587475251,10.315453188133143
286,20.799689245131862,11.777831882999509,14.385683616684373,9.876065877699604
287,20.7431341615681,11.34423787315689,14.932404471172715,9.438095716760465
288,20.675913124452983,-11.198528498763178,15.138840908011566,9.001088884852047
289,20.76383934105812,-11.30002478314889,15.113808577364862,8.585876435327554
290,21.078458519121273,-11.392675510411589,15.299644331238055,8.328888296400095
291,21.774947390258532,-11.447334989521488,15.188604648421347,8.186255407608979
292,22.53381786530903,-11.429222844202132,14.958497419798295,8.011407900491058
293,23.01558015719041,-11.565072849631735,14.725071698735665,8.19809574413875
294,23.76629310451483,-11.716106215566302,14.671274197428197,8.332351783991697
295,24.417678752343043,-11.895259527775398,14.887036307888236,8.517121493096617
296,24.74027538029886,-12.11057967204946,15.229266418074632,9.178902423885937
297,25.302883631666514,-12.340895341717738,15.651577586308413,9.655660849102494
298,25.252135779999538,-12.600866143465236,16.1834351443152,10.425986882229664
299,24.99900714392758,-12.757619732548578,16.76629893486623,11.318416840782092
300,24.886540234603558,-13.165944585709068,17.643663673401264,12.098253951436313
301,24.327805637240395,-13.603786567159396,18.480277882267554,13.941834621147898
302,23.865411465680054,-14.39598230760913,19.454600145256677,15.089113328012889
303,23.389615172040997,-15.280128412856978,19.98917695414518,16.29395043796468
304,23.28635047584401,-15.964061830058617,20.144960579103515,15.682363109031817
305,22.777267191551253,-16.38390468305975,20.53091122809418,14.926396708484098
306,22.267113349097393,-16.71036901437889,21.29559205325652,14.186113869668791
307,21.93830905737004,-16.507987684264773,22.513384132712915,13.570316459216524
308,21.633937487286556,-16.41497405892607,23.27553160188995,13.599296813002873
309,21.128547791724166,-16.37974727087881,24.37152874544554,13.588599439272706
310,20.643582838547875,-16.30996475682765,26.167019503664118,12.931272257031958
311,20.218962751354034,-16.287012849534836,26.89771946792264,-12.55273013190072
312,20.187170732162244,-16.194622829488782,27.6377931292778,-13.084711871711882
313,19.76658296181574,-15.93780984806362,28.71546138928839,-13.504793805986784
314,19.555723534725132,-15.723291970619634,29.43236637280095,-13.859919507993604
315,19.21364443351425,-15.674566647479677,29.315508102179965,-14.266561193311993
316,18.78587946864833,-15.676160957383118,29.495679716043096,-14.635673033904437
317,18.52187672102068,-15.803410987996882,30.180780173789476,-14.92404438377763
318,18.072550959716782,-17.10981869296404,29.009241954300805,-15.251330018733025
319,17.586989032376934,-18.778197601775336,28.02548685994151,-15.705753384153567
320,17.099528710910445,-20.777964772636675,26.925212040190242,-15.990009761856449
321,16.70918976962042,-22.38102318554681,26.026138773465355,-16.486558348302854
322,16.36681114811821,-23.04498708562685,24.911964017067387,-17.17991168821666
323,15.89826359553437,-24.119369398159808,25.145278916268747,-18.108785875101745
324,15.447280537545188,-24.014275563252443,24.23356107423975,-18.93029932569771
325,14.996632045753984,-22.872156056150565,23.209563868284203,-19.639992111726304
326,14.592098036174173,-21.71548409780186,22.453274809308734,-20.309097034397027
327,14.494904675361278,-19.523388351703247,21.814143096176622,-20.575354018343642
328,14.439781580831825,-17.548317325664033,21.543800069561794,-20.690311864926983
329,14.404611224661958,-13.758004165508089,20.50462504613315,-20.760780586088618
330,14.211683721454511,-11.679445843446807,19.470681647109934,-20.64138839936516
331,14.052864976012824,-10.758135004275143,18.43626367980327,-20.623230336595345
332,13.78743045059672,-9.576941571150876,17.489375511288117,-20.515511130644082
333,13.833990490484599,8.938812318943159,16.600332106731635,-20.569173567269583
334,14.360646987493503,9.72737858152547,15.668746390927684,-21.131970630786952
335,15.301209386481379,10.617760160348631,15.091218289763429,-21.60210327012752
336,16.185746005123935,12.057251460646556,15.26533249257412,-21.951259325463376
337,16.719157445884186,13.472904586297584,13.933384956527625,-22.08399607034873
338,17.39873383909007,15.221481723001974,13.001016969982102,-21.954492523223315
339,17.104535675479035,17.156395412441313,12.080768277442706,-22.004191049102328
340,16.84769020554632,18.981857483568554,11.21253237351817,-21.688684719347602
341,16.69151185653282,20.744301386449553,10.21434587788369,-21.64726796708069
342,16.515478570552435,22.769647619533128,9.39163985509054,-21.809150527587434
343,15.975861547011986,25.082987998723457,8.799488737607243,-22.358044829722925
344,15.706300907733,27.545616634397565,8.072988546895662,-22.390159611266323
345,15.025236653269642,28.57040783496722,7.390009081970268,-22.232916100589044
346,14.5692377439891,29.653184064517404,6.734368389718602,-21.793807913488056
347,13.982892643959445,30.9308664311486,5.900821935414299,-21.306674491118876
348,13.30870781092884,31.977104939851376,5.4152962355403185,-20.75655350446234
349,12.923566251771774,33.10735274938544,4.898548556656124,-20.24478594835586
350,12.750118618728614,33.56553542376682,4.492623473035649,-19.674952628465547
351,12.222966649476161,34.43855280941634,-4.859770139207003,-19.038753423390162
352,12.193751270279186,34.26790732223712,-5.009606634384235,-18.604519288589056
353,13.694275879408998,33.53645538617671,-5.024275069837004,-18.018562649079012
354,15.188863927729319,32.85245297630837,-5.241062876550333,-17.459377016758975
355,15.767982359400403,32.42076141573617,-5.656592843674576,-16.985369012908535
356,15.493285004268552,31.575431230919556,-5.880331049857812,-16.678091115015267
357,14.848143524785348,31.345040867718442,-5.916082641651855,-16.4053554279696
358,14.065718733475203,31.169377289334356,-5.8452309490081005,-16.11573503167029
359,13.173788885525141,32.69178493780702,-5.828722731620863,-16.62178972978822
360,12.290771493303476,33.938931848573205,-6.060715985635373,-16.989448202361455
361,11.470970527817245,34.555270518620326,-6.148815527986454,-17.6819816188345
362,10.632084570160233,35.65110716569675,-6.018400627168353,-19.423440466704086
363,9.818940888373792,35.51627642024224,-6.063327414686927,-21.6848057982467
364,8.473527289008894,35.7049756610156,-5.979515477620214,-26.07427457790254
365,7.7781853472895035,35.00612214217197,-5.8354854528758136,-25.283147637896338
366,7.077321144649821,34.551191635139226,-5.710964303944125,-21.71528585501305
367,5.8391952718617155,33.845227257363604,-5.896788848328059,-17.039687879133474
368,5.145409369058017,33.80755133936731,-5.874001496761443,-14.889174635361373
369,4.809133755134466,34.723631550437226,-5.872453581647044,-13.474178660055104
370,-5.047140330406156,34.5464939202822,-6.077242584233375,-11.642955462211578
371,-5.648128442849299,33.68023590863651,-6.379856550799139,-10.759805632966355
372,-6.285465752151975,32.471551488080515,-6.672107150926548,-10.055147967798733
373,-7.393679595993933,31.289051422028017,-6.909511707807021,-9.442533308770725
374,-7.727446943364465,30.135637500090734,-7.171563191231339,-9.07351212499244
375,-8.401132006783694,30.16191006571654,-7.4518370360446,-8.684500194403185
376,-8.535241553540539,29.19397673557355,-7.6432069772353834,-8.286817003444064
377,-8.340588308081482,29.29693387222802,-7.830047167905914,8.601518234381764
378,-8.276555006843962,28.730936542677362,-7.963745747053187,9.370569089118732
379,-8.287385645195322,27.973046107818423,-8.247155454078944,10.081313245583775
380,-8.169481043486094,26.740840724332116,-8.404522890868051,10.714752497621083
381,-8.698192808155984,25.5739810848481,-8.366448834626418,11.023019102872867
