,hurst_exp
971,0.13368231575619685
972,0.1343619018589322
973,0.13407530872834905
974,0.1331319703518631
975,0.13054171931303113
976,0.12934560564819605
977,0.13067889059994775
978,0.13393119100064882
979,0.13627872736382585
980,0.13716745281467477
981,0.14067477147696575
982,0.14554028909696973
983,0.14857360001813766
984,0.1491415411366961
985,0.15048658657409292
986,0.15443565971465348
987,0.1580633258926534
988,0.1629441070007913
989,0.17016127365433525
990,0.17800219770717027
991,0.18569345883881497
992,0.19495646744464065
993,0.20470111429261476
994,0.21102723687680183
995,0.21472680224195664
996,0.21884900040361943
997,0.22388223188454526
998,0.22753382276400258
999,0.2239410355152406
1000,0.22010998900601358
1001,0.2159984106123909
1002,0.21591503496682032
1003,0.2157754308173017
1004,0.21856491982979184
1005,0.2196744404029133
1006,0.221869938774527
1007,0.21380998726700948
1008,0.20634946046459762
1009,0.19275585978789955
1010,0.1778448725053643
1011,0.16288742467654407
1012,0.14670586617091733
1013,0.13383094651450164
1014,0.12064614234488064
1015,0.11246808627624817
1016,0.1057997304308623
1017,0.09701783947851855
1018,0.08749220272159271
1019,0.0764564357739148
1020,0.06633488013612897
1021,0.0627369883581549
1022,0.059644450055173825
1023,0.06015933747294432
1024,0.0629523458198121
1025,0.062851249141541
1026,0.061994818187554625
1027,0.06451918343639096
1028,0.08084561558370697
1029,0.09589286116700832
1030,0.11420471905196793
1031,0.12726799465892666
1032,0.14218585699058262
1033,0.15262105815474478
1034,0.16285088897413405
1035,0.1671957376744509
1036,0.1715237903480758
1037,0.1721688835608304
1038,0.17073990662905306
1039,0.1703948444874643
1040,0.17368323459768104
1041,0.17467803838636742
1042,0.17782471138296913
1043,0.18068324502431887
1044,0.18133484307132355
1045,0.18164843578612216
1046,0.1831295765452282
1047,0.18439004174439097
1048,0.18050856743010135
1049,0.17350544704471402
1050,0.16684028831369918
1051,0.16089432547621121
1052,0.1559221809197274
1053,0.15233798984481786
1054,0.1497984433061389
1055,0.1479321283810123
1056,0.14635440821633824
1057,0.14597868159545122
1058,0.1459393425406104
1059,0.14748271167131113
1060,0.14926756655493853
1061,0.15170877476126252
1062,0.1540396956096324
1063,0.15827391611893604
1064,0.1615017535752104
1065,0.1634483405055288
1066,0.16426051559572702
1067,0.16962975249299378
1068,0.17630121279339908
1069,0.18203486736432645
1070,0.18269592996938025
1071,0.18474882565877865
1072,0.18916784458261507
1073,0.19532546349920732
1074,0.20233564244773855
1075,0.2130359109695817
1076,0.22461316032175924
1077,0.23193293174418983
1078,0.24107265377589018
1079,0.2552829909215437
1080,0.27070236193012215
1081,0.2861511428899975
1082,0.3065784686102625
1083,0.32344930330980626
1084,0.32775410079220646
1085,0.33913754987440564
1086,0.352077542863739
1087,0.3568508767178694
1088,0.36451573400089604
1089,0.36223625457456404
1090,0.35796397600899127
1091,0.33897802303100605
1092,0.3167411068058337
1093,0.31665968647022746
1094,0.3161651951444733
1095,0.3140135602233904
1096,0.31177551700181677
1097,0.3032295809900054
1098,0.2958893688462776
1099,0.2873299143956784
1100,0.282566128805654
1101,0.273980509172795
1102,0.2690306558196118
1103,0.2676377440971221
1104,0.2698346874782782
1105,0.2769024298711209
1106,0.2800873796509499
1107,0.28547592692961515
1108,0.29530850617410914
1109,0.30042524583360714
1110,0.3067427610514358
1111,0.3208698049900845
1112,0.33394283084249826
1113,0.34676766824840427
1114,0.36102474554425323
1115,0.3689466582001991
1116,0.3752924418431833
1117,0.3836470868123469
1118,0.3853631420387225
1119,0.3875301675581385
1120,0.3899564091715783
1121,0.3925374875469666
1122,0.39657160545088227
1123,0.40290515113272624
1124,0.410387124333681
1125,0.4183801272221377
1126,0.4256631584384497
1127,0.43302526462433355
1128,0.4403728385435838
1129,0.4468732720326471
1130,0.4542676390871892
1131,0.4621682260105678
1132,0.4700761312665999
1133,0.4748016880396212
1134,0.4763846121315874
1135,0.47722043498679334
1136,0.4785134832124834
1137,0.477415320223672
1138,0.47716686207560655
1139,0.4774632821978743
1140,0.4795392432566203
1141,0.4822326929042659
1142,0.48511753952567527
1143,0.48751276982210723
1144,0.49212979602987794
1145,0.49368473647860717
1146,0.4893613168472372
1147,0.48204841492976325
1148,0.47600254292768096
1149,0.4694326261759941
1150,0.46354024911325103
1151,0.45426432992127197
1152,0.4441804530609171
1153,0.43546386032750933
1154,0.43072124605124884
1155,0.42451443543810957
1156,0.4126378878223615
1157,0.4014548289427916
1158,0.385664767820925
1159,0.3700506430432023
1160,0.35393490676140515
1161,0.3394029377664463
1162,0.32691487759904075
1163,0.317504368811802
1164,0.30735048118338926
1165,0.29818148304412645
1166,0.29021329698144166
1167,0.28035602129751114
1168,0.2709447240896546
1169,0.26269613442666556
1170,0.2579735759818426
1171,0.2525686911785661
1172,0.24858176188440972
1173,0.248197381277321
1174,0.24886389883497637
1175,0.25074580404815594
1176,0.25295795556201617
1177,0.25591476198312
1178,0.2592269928860719
1179,0.26301872381591146
1180,0.2674970458966988
1181,0.2724006427371076
1182,0.27812005520708744
1183,0.2835720461294899
1184,0.28905767639682134
1185,0.2959127648749037
1186,0.3032632968995647
1187,0.30976282355100343
1188,0.3146577750805537
1189,0.32188800465031153
1190,0.32834039344726074
1191,0.33486210341779676
1192,0.3398486639862567
1193,0.3436844361024171
1194,0.34768727774491415
1195,0.3487082892192217
1196,0.3488014060655048
1197,0.3475745048420731
1198,0.34709922558604933
1199,0.3460053828222007
1200,0.3433196807461106
1201,0.34032519675589906
1202,0.337266868891429
1203,0.3319609597512566
1204,0.32595685870810653
1205,0.3226914820556031
1206,0.3165286769115366
1207,0.30914563573834847
1208,0.3012434268571628
1209,0.29264075911779874
1210,0.2831230989952753
1211,0.273442178318638
1212,0.2674310319205941
1213,0.2600364552066977
1214,0.2507792845578315
1215,0.24414573028517866
1216,0.2387030629359883
1217,0.23674948834279813
1218,0.23791443802731377
1219,0.24421187028370175
1220,0.25423664555868897
1221,0.2557119730876955
1222,0.25875333333259604
1223,0.26164981759004424
1224,0.26183040084881776
1225,0.26194611222641695
1226,0.2586630642631369
1227,0.25640186629373246
1228,0.25648849123877004
1229,0.2580309786001839
1230,0.2579310516872421
1231,0.25615267795570734
1232,0.2562942815342987
1233,0.2552432019643458
1234,0.2500440402202573
1235,0.24434738677594192
1236,0.24160234100615705
1237,0.2342048641790695
1238,0.22667416812464425
1239,0.22273317533463735
1240,0.22248545713932547
1241,0.22042592804013647
1242,0.22093074628734136
1243,0.21326765030406045
1244,0.20487348157839047
1245,0.19714911459769896
1246,0.18280644408191749
1247,0.16833381322290106
1248,0.15308667574144327
1249,0.1373434574742342
1250,0.12263947640572444
1251,0.11203824349566215
1252,0.10216274289231729
1253,0.09623367313144826
1254,0.09203574718259351
1255,0.08916616740186167
1256,0.08945889601684494
1257,0.09156409209899317
1258,0.0956770820899662
1259,0.10319543797163849
1260,0.11157375014001375
1261,0.11109149907041928
1262,0.10840841414752968
1263,0.10429238157506154
1264,0.10078736161689177
1265,0.09347308475582156
1266,0.08779452350442525
1267,0.08198855186276681
1268,0.08481704585525812
1269,0.08632503325231783
1270,0.08510548766877879
1271,0.0903882225154529
1272,0.08851569844908704
1273,0.08423977135025329
1274,0.07694977150564998
1275,0.07094338452082005
1276,0.0684514211720943
1277,0.06881472561821352
1278,0.06878586396638496
1279,0.061876583613762894
1280,0.05820328504937876
1281,0.05491417544561632
1282,0.0544271649426305
1283,0.05909545328078224
1284,0.06949090057385095
1285,0.0835724005844787
1286,0.09189324123918594
1287,0.09938829306681912
1288,0.1044553836639391
1289,0.11290638166331037
1290,0.12823398737288014
1291,0.1443495486362941
1292,0.14282996328729125
1293,0.13584325640435943
1294,0.1273829683788392
1295,0.11569895802992927
1296,0.10686532491818863
1297,0.09413631387498345
1298,0.08830696951256806
1299,0.07939108859184137
1300,0.07415157221547888
1301,0.07418215874904131
1302,0.07264958334606506
1303,0.07295442612823048
1304,0.08258461302683678
1305,0.09030546857401663
1306,0.1021239563732518
1307,0.11872796850900946
1308,0.1404869353625147
1309,0.1571517935194557
1310,0.1720098236909522
1311,0.17971270973799244
1312,0.19014300757648328
1313,0.19965726390608168
1314,0.20480922470196675
1315,0.20886143217360367
1316,0.21566246124107233
1317,0.2191445671579341
1318,0.21987528308489182
1319,0.22274667369977552
1320,0.22406497510989573
1321,0.22625176056448454
1322,0.2290209152621111
1323,0.23214436650781392
1324,0.23518905920374586
1325,0.2396455141235428
1326,0.24505343997431522
1327,0.2521618401450349
1328,0.25951891533750726
1329,0.2668872419826908
1330,0.2737378192811587
1331,0.2822990070593836
1332,0.28945507036682144
1333,0.2930480416178234
1334,0.29383176460237936
1335,0.29617854845088726
1336,0.2959995988825843
1337,0.2941947885904462
1338,0.2922238093629439
1339,0.2903122405684693
1340,0.2892988321411999
1341,0.2896240255383112
1342,0.29114671206537623
1343,0.2932070790790497
1344,0.2963036924212469
1345,0.29912682331781026
1346,0.3033893892978225
1347,0.3108753244257234
1348,0.31749917252903787
1349,0.3215206069427541
1350,0.3270532289751975
1351,0.33055916928654344
1352,0.3290143116375247
1353,0.32550801248438616
1354,0.3163165119929387
1355,0.3034583675539066
1356,0.29375891040673213
1357,0.28580171623395884
1358,0.276658107942086
1359,0.2618830520968984
1360,0.2493136705710417
1361,0.23486742210114328
1362,0.21813348862057944
1363,0.198806920354535
1364,0.18264978233257081
1365,0.1725709310131688
1366,0.1650222040589536
1367,0.15636286317632447
